study_id,author,year,sample_size,mean_age,sd_age,percent_male,combined_clinical_group,clinical_group,comparison_group,measure_type,belief_type,symptom_subtype,trauma_subtype,psychosis_specificity,suicidal_ideation,effect_size,effect_size_type,effect_size_sd,effect_size_se,ci_lower,ci_upper,p_value,bcss_pos_self_mean,bcss_pos_self_sd,bcss_neg_self_mean,bcss_neg_self_sd,bcss_pos_other_mean,bcss_pos_other_sd,bcss_neg_other_mean,bcss_neg_other_sd,symptom_measure,symptom_score_mean,symptom_score_sd,depression_measure,depression_score_mean,depression_score_sd,notes,ephpp_global_rating,effect_size_r,fishers_z,fishers_z_se,belief_category,symptom_category,trauma_category
30,Galbraith et al,2014,134,21.7,5.5,15,non_clinical_ples,non_clinical,NA,BCSS,negative_other,persecutory_ideation,NA,suspiciousness,NA,0.428,beta_coefficient,NA,0.112,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0873704056661038,negative_other,persecutory,NA
31,Garety et al,2013,301,NA,NA,NA,psychosis,SZ,NA,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,6.48,7.19,5.89,10.43,6.13,8.97,6.81,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.057928444636349226,NA,NA,NA
31,Garety et al,2013,117,NA,NA,NA,psychosis,Persecutory,NA,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,5.54,8.42,5.75,9.23,5.87,10.45,6.65,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0936585811581694,NA,NA,NA
31,Garety et al,2013,46,NA,NA,NA,psychosis,Grandiose,NA,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.77,6.81,3.94,4.03,11.48,6,7.84,6.31,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.15249857033260467,NA,NA,NA
32,Gibson et al,2020,945,20.13,2.47,24.4,non_clinical_ples,non_clinical,NA,BCSS,negative_self,TLEs,traumatic_life_events,NA,NA,80.02,f_statistic,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.03258176062255373,negative_self,NA,NA
32,Gibson et al,2020,945,20.13,2.47,24.4,non_clinical_ples,non_clinical,NA,BCSS,negative_other,TLEs,traumatic_life_events,NA,NA,14.63,f_statistic,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.03258176062255373,negative_other,NA,NA
32,Gibson et al,2020,945,20.13,2.47,24.4,non_clinical_ples,non_clinical,NA,BCSS,negative_self,PLEs,NA,NA,NA,0.36,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.36,0.37688590118819,0.03258176062255373,negative_self,NA,NA
32,Gibson et al,2020,945,20.13,2.47,24.4,non_clinical_ples,non_clinical,NA,BCSS,negative_other,PLEs,NA,NA,NA,0.24,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.24,0.2447741126593529,0.03258176062255373,negative_other,NA,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_self,hallucinations,NA,AH_proneness,NA,-0.017,pearsons_r,NA,0.034,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.017,-0.017001637950696636,0.09166984970282113,positive_self,voice_hearing,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_other,hallucinations,NA,AH_proneness,NA,0.004,pearsons_r,NA,0.022,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.004,0.004000021333538185,0.09166984970282113,positive_other,voice_hearing,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_self,hallucinations,NA,AH_proneness,NA,-0.072,pearsons_r,NA,0.055,NA,NA,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.072,-0.0721248044222734,0.09166984970282113,negative_self,voice_hearing,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_other,hallucinations,NA,AH_proneness,NA,0.447,pearsons_r,NA,0.083,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.447,0.48094486255457464,0.09166984970282113,negative_other,voice_hearing,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_self,delusions,NA,unusual_beliefs,NA,0.973,pearsons_r,NA,0.016,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.973,2.1457368200091427,0.09166984970282113,positive_self,NA,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_other,delusions,NA,unusual_beliefs,NA,-0.009,pearsons_r,NA,0.01,NA,NA,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.009,-0.009000243011810448,0.09166984970282113,positive_other,NA,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_self,delusions,NA,unusual_beliefs,NA,0.08,pearsons_r,NA,0.025,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.08,0.08017132503758974,0.09166984970282113,negative_self,NA,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_other,delusions,NA,unusual_beliefs,NA,-0.17,pearsons_r,NA,0.039,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.17,-0.17166666350057908,0.09166984970282113,negative_other,NA,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_self,paranoia,NA,suspiciousness,NA,-0.021,pearsons_r,NA,0.021,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.021,-0.02100308781707753,0.09166984970282113,positive_self,persecutory,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_other,paranoia,NA,suspiciousness,NA,-0.001,pearsons_r,NA,0.013,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.001,-0.0010000003333334995,0.09166984970282113,positive_other,persecutory,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_self,paranoia,NA,suspiciousness,NA,-0.135,pearsons_r,NA,0.033,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.135,-0.13582921149181185,0.09166984970282113,negative_self,persecutory,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_other,paranoia,NA,suspiciousness,NA,0.299,pearsons_r,NA,0.05,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.299,0.3084210648180047,0.09166984970282113,negative_other,persecutory,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_self,grandiosity,NA,grandiosity,NA,0.038,pearsons_r,NA,0.034,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.038,0.03801830653006378,0.09166984970282113,positive_self,grandiose,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,positive_other,grandiosity,NA,grandiosity,NA,-0.002,pearsons_r,NA,0.022,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.002,-0.002000002666673064,0.09166984970282113,positive_other,grandiose,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_self,grandiosity,NA,grandiosity,NA,0.207,pearsons_r,NA,0.054,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.207,0.2100349997313418,0.09166984970282113,negative_self,grandiose,NA
33,Gin et al,2021,122,14.81,1.62,27.8,chr,chr,NA,BCSS,negative_other,grandiosity,NA,grandiosity,NA,0.252,pearsons_r,NA,0.082,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.252,0.25754728684278333,0.09166984970282113,negative_other,grandiose,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,negative_self,paranoia,NA,suspiciousness,NA,0.54,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.54,0.6041556029622671,0.06666666666666667,negative_self,persecutory,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,positive_self,paranoia,NA,suspiciousness,NA,-0.42,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.42,-0.4476920235274206,0.06666666666666667,positive_self,persecutory,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,negative_other,paranoia,NA,suspiciousness,NA,0.57,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.57,0.6475228448273728,0.06666666666666667,negative_other,persecutory,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,positive_other,paranoia,NA,suspiciousness,NA,-0.48,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.48,-0.5229842775913438,0.06666666666666667,positive_other,persecutory,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,negative_self,hallucinations,NA,AH_proneness,NA,0.24,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.24,0.2447741126593529,0.06666666666666667,negative_self,voice_hearing,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,positive_self,hallucinations,NA,AH_proneness,NA,-0.2,pearsons_r,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.2,-0.20273255405408214,0.06666666666666667,positive_self,voice_hearing,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,negative_other,hallucinations,NA,AH_proneness,NA,0.33,pearsons_r,NA,NA,NA,NA,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.33,0.34282825441539394,0.06666666666666667,negative_other,voice_hearing,NA
34,Gracie et al,2007,228,28.9,8.7,29.38,non_clinical_ples,non_clinical,NA,BCSS,positive_other,hallucinations,NA,AH_proneness,NA,-0.15,pearsons_r,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.15,-0.15114043593646675,0.06666666666666667,positive_other,voice_hearing,NA
35,Humphrey et al,2022,242,33.17,13.06,63.63,psychosis,SZ,NA,BCSS,negative_self,disorganised_attachment,NA,NA,NA,0.244,beta_coefficient,NA,NA,0.127,0.354,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06468462273531508,negative_self,NA,NA
35,Humphrey et al,2022,242,33.17,13.06,63.63,psychosis,SZ,NA,BCSS,negative_other,disorganised_attachment,NA,NA,NA,0.222,beta_coefficient,NA,NA,0.058,0.371,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06468462273531508,negative_other,NA,NA
35,Humphrey et al,2022,242,33.17,13.06,63.63,psychosis,SZ,NA,BCSS,negative_other,paranoia,NA,persecutory_delusions,NA,0.312,beta_coefficient,NA,NA,0.191,0.427,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06468462273531508,negative_other,persecutory,NA
35,Humphrey et al,2022,242,33.17,13.06,63.63,psychosis,SZ,NA,BCSS,negative_self,paranoia,NA,persecutory_delusions,NA,0.013,beta_coefficient,NA,NA,-0.115,0.158,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06468462273531508,negative_self,persecutory,NA
36,Jaya et al,2017,2350,32.53,11.38,62.2,non_clinical_ples,non_clinical,NA,BCSS,negative_self_&_negative_other,positive_symptoms_psychosis,NA,unusual_experiences,NA,0.12,indirect_effect_coefficent,NA,NA,0.08,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.020641604625120283,negative_self,NA,NA
36,Jaya et al,2017,2350,32.53,11.38,62.2,non_clinical_ples,non_clinical,NA,BCSS,negative_self_&_negative_other,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.16,indirect_effect_coefficent,NA,NA,0.11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.020641604625120283,negative_self,negative_symptoms,NA
37,Khosravani et al,2021,82,34.78,9.1,41.46,psychosis,SZ,healthy_control,YSQ,mistrust/abuse,NA,NA,NA,NA,46.2,eta_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,6.797058187186572,NA,0.1125087900926024,negative_other,NA,NA
38,Khosravani et al,2021,60,28.57,11.14,50,healthy_control,NA,healthy_control,YSQ,mistrust/abuse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.13245323570650439,negative_other,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,emotional_deprivation,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.28,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5291502622129182,0.5889642304328813,0.09901475429766744,negative_self,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,abandonment,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.23,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.47958315233127197,0.5224427763411164,0.09901475429766744,negative_other,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,mistrust/abuse,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.45,eta_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.6708203932499369,0.8122332596240808,0.09901475429766744,negative_other,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,social_isolation,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.24,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4898979485566356,0.535926049561052,0.09901475429766744,negative_other,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,defectiveness,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.27,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5196152422706632,0.5758125451501178,0.09901475429766744,negative_self,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,failure,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.18,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4242640687119285,0.4528807066707374,0.09901475429766744,negative_self,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,dependence,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.25,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5,0.5493061443340549,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,vulnerabilty_to_harm,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.25,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5,0.5493061443340549,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,enmeshment,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.24,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4898979485566356,0.535926049561052,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,subjugation,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.09,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.3,0.3095196042031118,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,self_sacrifice,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.27,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5196152422706632,0.5758125451501178,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,emotional_inhibition,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.1,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.31622776601683794,0.3274501502372585,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,unrelenting_standards,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.08,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.282842712474619,0.2907692890372516,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,entitlement,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.29,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5385164807134504,0.60206378239191,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,insufficient_self_control,positive_symptoms_psychosis,NA,positive_symptoms_psychosis,NA,0.27,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5196152422706632,0.5758125451501178,0.09901475429766744,NA,NA,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,emotional_deprivation,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.07,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.2645751311064591,0.27102154744373086,0.09901475429766744,negative_self,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,abandonment,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.05,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.22360679774997896,0.22744953600579138,0.09901475429766744,negative_other,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,mistrust/abuse,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.11,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.33166247903553997,0.34469505401899697,0.09901475429766744,negative_other,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,social_isolation,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.28,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5291502622129182,0.5889642304328813,0.09901475429766744,negative_other,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,defectiveness,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.27,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5196152422706632,0.5758125451501178,0.09901475429766744,negative_self,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,failure,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.08,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.282842712474619,0.2907692890372516,0.09901475429766744,negative_self,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,dependence,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.18,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4242640687119285,0.4528807066707374,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,vulnerabilty_to_harm,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.23,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.47958315233127197,0.5224427763411164,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,enmeshment,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.08,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.282842712474619,0.2907692890372516,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,subjugation,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.12,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.34641016151377546,0.3613585967939577,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,self_sacrifice,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.02,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.1414213562373095,0.14237564316780435,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,emotional_inhibition,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.17,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.41231056256176607,0.4383918491394651,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,unrelenting_standards,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.06,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.2449489742783178,0.250032246420419,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,entitlement,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.07,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.2645751311064591,0.27102154744373086,0.09901475429766744,NA,negative_symptoms,NA
38,Khosravani et al,2019,105,32.99,9.99,40.95,psychosis,SZ,NA,YSQ,insufficient_self_control,negative_symptoms_psychosis,NA,negative_symptoms,NA,0.17,eta_squared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.41231056256176607,0.4383918491394651,0.09901475429766744,NA,negative_symptoms,NA
39,Kusztrits et al,2022,174,35.27,12.63,43.1,psychosis,VH,non_clinical_VH,BCSS,negative_self,NA,NA,NA,NA,0.134,eta_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.36606010435446257,0.38386594564995563,0.07647191129018725,negative_self,NA,NA
39,Kusztrits et al,2022,174,35.27,12.63,43.1,psychosis,VH,non_clinical_VH,BCSS,positive_self,NA,NA,NA,NA,0.073,eta_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.2701851217221259,0.27706351169146787,0.07647191129018725,positive_self,NA,NA
39,Kusztrits et al,2022,174,35.27,12.63,43.1,psychosis,VH,non_clinical_VH,BCSS,negative_others,NA,NA,NA,NA,0.048,eta_squared,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.21908902300206645,0.22269899946209248,0.07647191129018725,negative_other,NA,NA
39,Kusztrits et al,2022,174,35.27,12.63,43.1,psychosis,VH,non_clinical_VH,BCSS,positive_others,NA,NA,NA,NA,0.067,eta_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.2588435821108957,0.26486854662637266,0.07647191129018725,positive_other,NA,NA
